case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0149_03_ready_6a65eb16cd,ISA 220,"For ISA 220, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0149_04_ready_c99fbe4353,ISA 220,"Under ISA 220, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0149_05_ready_295f358627,ISA 220,"Applying ISA 220, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0149_06_ready_f4c03767a9,ISA 220,"For ISA 220, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0149_07_ready_35c71a4644,ISA 220,"Under ISA 220, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0149_08_ready_1f58a6b945,ISA 220,"Applying ISA 220, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0149_09_ready_d7b990e8b9,ISA 220,"For ISA 220, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0149_10_ready_2c21f91167,ISA 220,"Under ISA 220, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0149_11_clarification_d6a3cf969f,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0149_12_clarification_c4a7ea197e,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0149_13_clarification_2e8249e8a7,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0149_14_clarification_7619087afe,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0149_15_clarification_671916ba5f,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0149_16_clarification_1798e5561b,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0149_17_clarification_d89cb9e5dc,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0149_18_clarification_8d09e8b14b,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0149_19_clarification_34f1e896ab,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0149_20_clarification_aa31d073af,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0150_01_ready_aa0d7eb6d0,ISA 220,"Under ISA 220, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0150_02_ready_7d96861701,ISA 220,"Applying ISA 220, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0150_03_ready_64081e15d7,ISA 220,"For ISA 220, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0150_04_ready_899e90bd32,ISA 220,"Under ISA 220, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0150_05_ready_e49196ee68,ISA 220,"Applying ISA 220, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0150_06_ready_996be07e19,ISA 220,"For ISA 220, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0150_07_ready_0e3a024781,ISA 220,"Under ISA 220, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0150_08_ready_b389079cb7,ISA 220,"Applying ISA 220, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0150_09_ready_753cebb121,ISA 220,"For ISA 220, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0150_10_ready_7aae7cc7c4,ISA 220,"Under ISA 220, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0150_11_clarification_9ea89a0644,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0150_12_clarification_556aa7851b,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0150_13_clarification_10db69071e,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0150_14_clarification_ccc554092f,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0150_15_clarification_142e3e9d13,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0150_16_clarification_76ee6824e3,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0150_17_clarification_cc5b58e486,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0150_18_clarification_bea05d4fa7,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0150_19_clarification_0cec687921,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0150_20_clarification_8a2f8c8f90,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
